;
;   Format of the site name database:
;
;   Column      Meaning
+42.0880   -087.9810         Arlington Heights, IL
+42.4150   -071.1570         Arlington, MA
+32.6945   -097.1275         Arlington, TX
+39.8211   -105.1067         Arvada, CO
-07.5700   -014.2200         +Ascension Island
+35.4333   -082.5333         +Asheville, NC
+38.4767   -082.6397         Ashland, KY
+46.1500   -123.8833         Astoria, OR
-25.2833   -057.5000         +Asuncion, Paraguay
+33.9500   -083.3167         Athens, GA
+37.9667   +023.7167         +Athens, Greece
+33.6500   -084.4333         +Atlanta, GA
+39.3833   -074.4333         Atlantic City, NJ
+44.4110   -083.3320         Au Sable, MI
+32.6000   -085.5000         Auburn, AL
+44.0842   -070.2495         Auburn, ME
-36.8500   +174.7667         +Auckland, New Zealand
+33.3667   -081.9667         Augusta, GA
+44.3167   -069.8000         +Augusta, ME
+39.7400   -104.8683         Aurora, CO
+41.7500   -088.3333         Aurora, IL
+43.6700   -092.9333         Austin, MN
+30.3000   -097.7000         +Austin, TX
+43.8020   -083.0010         Bad Axe, MI
+33.3333   +044.4000         +Baghdad, Iraq
+44.8400   -117.8067         Baker, OR
+35.3750   -119.0217         Bakersfield, CA
+34.0828   -117.9708         Baldwin Park, CA
-37.5667   +143.8500         Ballarat, Australia
+39.1833   -076.6667         +Baltimore, MD
+12.6500   -008.0000         +Bamako, Mali
+12.9833   +077.5833         Bangalore, India
+13.7333   +100.5000         +Bangkok, Thailand
+44.8036   -068.7717         +Bangor, ME
+04.0000   +018.0000         +Bangui, Central African Rep.
+13.0000   -017.0000         +Banjul, Gambia
+41.4000   +002.1700         +Barcelona, Spain
+44.2000   -072.5167         Barre, VT
+44.2400   -079.4000         Barrie, ON Canada
+36.7450   -095.9767         Bartlesville, OK
+30.5333   -091.1500         +Baton Rouge, LA
+42.3161   -085.1800         Battle Creek, MI
+52.1600   -055.3500         Battle Harbour, NF Canada
+43.6011   -083.8875         Bay City, MI
+40.6649   -074.1105         Bayonne, NJ
+29.7183   -094.9767         Baytown, TX
+30.0509   -094.0606         Beaumont, TX
+45.2913   -122.4813         Beaverton, OR
+37.7833   -081.1167         Beckley, WV
+39.9167   +116.4333         +Beijing, China
+33.9000   +035.4667         +Beirut, Lebanon
+54.6000   -005.9167         +Belfast, N. Ireland
+44.8000   +020.4667         +Belgrade, Yugoslavia
+17.5000   -088.0000         +Belize City, Belize
+47.6034   -122.1550         Bellevue, WA
+33.8881   -118.1266         Bellflower, CA
+48.7505   -122.4767         Bellingham, WA
-19.9166   -043.9333         Belo Horizonte, Brazil
+47.5167   -094.9333         Bemidji, MN
+42.8728   -073.1851         Bennington, VT
+34.5692   -092.5773         Benton, AR
+42.3333   -086.4333         Benton Harbor, MI
+37.8673   -122.2973         Berkeley, CA
+52.5166   +013.4000         +Berlin, Germany
+46.9166   +007.4666         +Bern, Switzerland
+60.7917   -161.7500         Bethel, AK
+40.6267   -075.3680         Bethlehem, PA
+43.4655   -070.4434         Biddeford, ME
+45.7914   -108.5385         +Billings, MT
+30.3967   -088.8833         Biloxi, MS
+42.1008   -075.9131         Binghamton, NY
+33.5169   -086.8100         +Birmingham, AL
+52.4666   -001.9166         Birmingham, UK
+25.3357   -080.1259         Biscayne Bay, FL
+37.3677   -118.3968         Bishop, CA
+46.8064   -100.7881         +Bismarck, ND
+12.0000   -016.0000         +Bissau, Guinea-Bissau
+40.8106   -074.1869         Bloomfield, NJ
+40.4817   -088.9933         Bloomington, IL
+39.1333   -086.6167         Bloomington, IN
+44.8295   -093.3151         Bloomington, MN
+33.2984   -096.3999         Blue Ridge, TX
+37.3000   -081.2167         Bluefield, WV
+33.5967   -114.7433         Blythe, CA
+26.3727   -080.1066         +Boca Raton, FL
+04.6000   -074.0000         +Bogota, Colombia
+43.5667   -116.2167         +Boise, ID
+50.7333   +007.1000         +Bonn, Germany
+40.4759   -113.4757         Bonneville, UT
+44.5550   -000.2480         Bordeaux, France
+35.6593   -101.4002         Borger, TX
+42.2130   -071.0335         +Boston, MA
+40.0000   -105.2667         +Boulder, CO
+40.8850   -111.8800         Bountiful, UT
+38.9595   -076.7377         Bowie, MD
+36.9883   -086.4508         Bowling Green, KY
+38.2300   -085.6650         Bowman, KY
+45.7833   -111.1500         +Bozeman, MT
+46.4000   -094.1333         Brainerd, MN
+49.8333   -099.9500         Brandon, MB Canada
+43.1333   -080.2660         +Brantford, ON Canada
-15.8667   -047.9167         +Brasilia, Brazil
+48.1500   +017.1167         +Bratislava, Slovakia
-04.2500   +015.2500         +Brazzaville, Congo
+33.2076   -097.7572         Bridgeport, TX
+41.1833   -073.1833         +Bridgeport, CT
+13.1000   -059.6160         +Bridgetown, Barbados
-27.5000   +153.0160         +Brisbane, Australia
+41.6733   -072.9500         Bristol, CT
+36.5950   -082.1890         Bristol, TN
+42.0811   -071.0255         Brockton, MA
+36.0530   -095.7910         Broken Arrow, OK
+44.3000   -096.8000         Brookings, SD
+42.3231   -071.1424         Brookline, MA
+45.1096   -093.3521         Brooklyn Park, MN
+39.6733   -075.7200         Brookside Park, DE
+33.2472   -087.3239         Brookwood, AL
-17.9660   +122.2330         Broome, Australia
+25.9000   -097.4333         Brownsville, TX
+43.9067   -069.9633         Brunswick, ME
+50.8000   +004.3500         +Brussels, Belgium
+37.6280   -112.1670         Bryce Canyon, UT
+44.4000   +026.1000         +Bucharest, Romania
+39.9369   -082.4792         Buckeye, OH
+47.5000   +019.0833         +Budapest, Hungary
+33.8717   -117.9967         Buena Park, CA
-34.5833   -058.4833         +Buenos Aires, Argentina
+42.8811   -078.8725         +Buffalo, NY
-03.0000   +029.5000         +Bujumbura, Burundi
+34.2000   -118.3500         Burbank, CA
+42.6900   -088.3017         Burbun, WI
+42.5800   -113.8650         Burley, ID
+43.3166   -079.8000         +Burlington, ON Canada
+40.7833   -091.1167         Burlington, IA
+36.0960   -079.4380         Burlington, NC
+44.4786   -073.2128         Burlington, VT
+38.2593   -094.3394         Butler, MO
+45.9500   -112.5000         Butte, MT
+22.8830   -109.9000         +Cabo San Lucas, Mexico
+39.2166   +009.1166         +Cagliari, Italy
+33.4596   -086.7282         Cahaba Heights, AL
+31.2683   -085.7267         Cairns, AL
-16.9167   +145.7667         Cairns, Australia
+29.8667   +031.3333         +Cairo, Egypt
+43.6203   -116.6390         Caldwell, ID
+51.0833   -114.0800         +Calgary, AB Canada
+03.4167   -076.5000         +Cali, Colombia
+34.2160   -119.0370         Camarillo, CA
+42.3758   -071.1187         Cambridge, MA
+38.5618   -076.0778         Cambridge, MD
+69.1166   -105.0300         Cambridge Bay, NT Canada
+39.9360   -075.1084         Camden, NJ
+28.0000   -015.5000         +Canary Islands
-35.2830   +149.2160         +Canberra, Australia
+40.4756   -081.2242         Canton, OH
+49.0830   -066.6830         Cap Chat, QB Canada
+37.2333   -089.5833         Cape Girardeau, MO
+10.5000   -066.9160         +Caracas, Venezuela
+32.2514   -104.1323         Carlsbad, NM
-24.8833   +113.6667         Carnarvon, Australia
+33.8362   -118.2579         Carson, CA
+39.1667   -119.7667         Carson City, NV
+10.3000   -075.4000         +Cartagena, Colombia
+32.8800   -111.7483         Casa Grande, AZ
+33.5833   -007.6500         +Casablanca, Morocco
+42.8467   -106.3133         Casper, WY
+04.9333   -052.4500         +Cayenne, French Guiana
+30.2133   -081.8917         Cecil, FL
+37.7000   -113.1000         Cedar City, UT
+42.5206   -092.4528         Cedar Falls, IA
+41.9730   -091.6696         Cedar Rapids, IA
+29.9042   -098.9960         Center Point, TX
+37.2955   -087.1287         Central City, KY
+40.7854   -073.1969         Central Islip, NY
+33.8676   -118.0684         Cerritos, CA
+42.4946   -103.0000         Chadron, NE
+40.0659   -088.1436         Champaign, IL
+43.8800   +125.3220         +Changchun, China
+37.6667   -095.4833         Chanute, KS
+35.9276   -079.0406         Chapel Hill, NC
+41.5791   -081.2085         Chardon, OH
+32.7764   -079.9314         +Charleston, SC
+38.3506   -081.6304         +Charleston, WV
+35.2289   -080.8458         +Charlotte, NC
+46.2333   -063.1330         Charlottetown, PE Canada
+35.0244   -085.1834         +Chattanooga, TN
+30.3000   +104.1000         +Chengdu, China
+13.0800   +080.1500         +Chennai, India
+41.7550   -107.5817         Cherokee, WY
+36.6788   -076.3089         Chesapeake, VA
+34.7347   -080.0847         Chesterfield, SC
+63.3330   -090.7000         Chesterfield Inlet, NT Canada
+41.1500   -104.8167         +Cheyenne, WY
+41.8744   -087.6394         +Chicago, IL
+39.7833   -121.8500         Chico, CA
+42.1759   -072.5731         Chicopee, MA
+34.4245   -100.2483         Childress, TX
+53.4000   -078.5800         Chisasibi, PQ Canada
+29.5500   +106.5500         +Chongzing, China
-43.5330   +172.6330         +Christchurch, New Zealand
+32.6285   -117.0447         Chula Vista, CA
+58.7666   -094.1660         +Churchill, MB Canada
+41.8500   -087.7450         Cicero, IL
+39.1500   -084.5767         +Cincinnati, OH
+43.3781   -072.3391         Claremont, NH
+39.1650   -080.2040         Clarksburg, WV
+34.2004   -090.5767         Clarksdale, MS
+36.5611   -087.3473         Clarksville, TN
+39.8050   -075.4533         Claymont, DE
+27.9667   -082.7983         Clearwater, FL
+41.4975   -081.6972         +Cleveland, OH
+35.1776   -084.8675         Cleveland, TN
+40.8833   -074.1467         Clifton, NJ
+41.8432   -090.2330         Clinton, IA
+34.3888   -103.3167         Clovis, NM
+32.0649   -109.5518         Cochise, AZ
+44.6200   -108.9633         +Cody, WY
+47.7733   -116.8200         Coeur D'Alene, ID
+38.9867   -076.9350         College Park, MD
+30.6005   -096.3124         College Station, TX
+26.0829   -081.4007         Collier County, FL
+50.9333   +006.9500         +Cologne, Germany
+06.9319   +079.8477         +Colombo, Sri Lanka
+38.8632   -104.7599         Colorado Springs, CO
+38.9508   -092.3294         Columbia, MO
+34.0002   -081.0205         Columbia, SC
+35.6225   -087.0490         Columbia, TN
+31.8183   -107.5733         Columbus, NM
+32.5107   -084.8450         Columbus, GA
+33.5050   -088.4042         Columbus, MS
+41.4347   -097.3556         Columbus, NE
+39.9630   -083.0047         +Columbus, OH
-12.1000   +044.1500         +Comoros Islands
+33.8926   -118.2265         Compton, CA
+09.5000   -013.5000         +Conakry, Guinea
+37.9733   -121.9999         Concord, CA
+43.2316   -071.5601         +Concord, NH
+55.6833   +012.5500         +Copenhagen, Denmark
+46.0333   -112.7467         Coppertown, MT
+48.9500   -057.9330         Corner Brook, NF Canada
+27.7975   -097.3958         +Corpus Christi, TX
+44.5710   -123.2760         Corvallis, OR
+33.6400   -117.9183         Costa Mesa, CA
+28.4361   -099.2364         Cotulla, TX
+41.2400   -095.8595         +Council Bluffs, IA
+39.0368   -084.5143         Covington, KY
+41.7833   -071.4383         Cranston, RI
+44.2858   -106.0754         Crazy Woman, WY
+41.7541   -124.1978         +Crescent City, CA
+30.7620   -086.5710         Crestview, FL
+29.6383   -083.1249         Cross City, FL
+39.6500   -078.7633         Cumberland, MD
+41.3939   -099.7267         Custer County, NE
+48.6348   -112.3302         Cut Bank, MT
+30.0394   -094.5783         Daisetta, TX
+14.6708   -017.4380         +Dakar, Senegal
+32.7858   -096.7936         +Dallas, TX
+37.6870   -122.4674         Daly City, CA
+33.5000   +036.3000         +Damascus, Syria
+41.4021   -073.4715         Danbury, CT
+36.5832   -079.4083         Danville, VA
-06.8333   +039.3000         +Dar Es Salaam, Tanzania
+45.0970   -094.4041         Darwin, MN
-12.4660   +130.8330         +Darwin, Australia
+41.5219   -090.5758         Davenport, IA
+34.4809   -097.1305         Davis, OK
+32.1600   -110.8800         Davis-Monthan AFB, AZ
+64.0000   -139.0000         +Dawson, YT Canada
+39.7791   -084.1974         Dayton, OH
+29.2122   -081.0194         Daytona Beach, FL
+42.3272   -083.2730         Dearborn Heights, MI
+42.3220   -083.1760         Dearborn, MI
+39.8450   -088.9464         Decataur, IL
+34.6483   -086.9400         Decatur, AL
+29.3600   -100.8200         Del Rio, TX
+43.5517   -089.7633         Dells, WI
+39.3436   -112.5523         Delta, UT
+32.2617   -107.7504         Deming, NM
+33.2142   -097.1309         Denton, TX
+39.7494   -104.9894         +Denver, CO
+42.8952   -071.2878         Derry, NH
+41.5767   -093.6174         +Des Moines, IA
+42.0346   -087.9009         Des Plaines, IL
+61.2500   -138.8000         Destruction Bay, YT Canada
+46.8250   -095.8817         Detroit Lakes, MN
+42.3831   -083.1022         +Detroit, MI
+48.1100   -098.8633         Devils Lake, ND
+23.7230   +090.4090         +Dhaka, Bangladesh
+46.8800   -102.7883         Dickinson, ND
+29.4537   -095.0663         Dickinson, TX
+45.2161   -112.6345         Dillon, MT
+11.5000   +043.0000         +Djibouti, Djibouti
+37.7587   -100.0154         +Dodge City, KS
+37.0380   -092.8310         Dogwood, MO
+42.4534   -105.2255         Douglas, WY
+37.8083   -108.9300         Dove Creek, CO
+39.1587   -075.5174         +Dover, DE
+43.1898   -070.8834         Dover, NH
+33.9382   -118.1299         Downey, CA
+32.5400   -093.7417         Downtown, LA
+36.0114   -093.5135         Drake, AR
+34.7033   -112.4800         Drake Prescott, AZ
+46.6667   -113.1454         Drummond, MT
+32.5600   -082.8333         Dublin, GA
+53.3330   -006.2488         +Dublin, Ireland
+44.1034   -112.1350         Dubois, ID
+42.5045   -090.6900         Dubuque, IA
+46.7810   -092.1180         +Duluth, MN
-66.8000   +140.0000         Dumont d'Urville
+34.3850   -097.9167         Duncan, OK
-45.8833   +170.5000         Dunedin, New Zealand
+43.8283   -110.3350         Dunoir, WY
+45.0491   -101.6006         Dupree, SD
+36.0000   -078.9125         Durham, NC
+29.5890   -096.3330         Eagle Lake, TX
+61.3210   -149.5680         Eagle River, AK
+42.7360   -084.4843         East Lansing, MI
+40.7660   -074.2121         East Orange, NJ
+33.6707   -084.4693         East Point, GA
+38.6217   -090.1550         East St. Louis, IL
+31.2450   -089.1945         Eatonville, MS
+44.8133   -091.4950         +Eau Claire, WI
+44.8833   -093.3500         Edina, MN
+55.9500   -003.2000         +Edinburgh, Scotland
+33.4567   -080.8600         Edisto, SC
+35.6720   -097.4132         Edmond, OK
+53.5500   -113.4833         +Edmonton, AB Canada
+39.1196   -088.5509         Effingham, IL
+30.4604   -086.5499         Eglin AFB, FL
+32.7950   -116.9600         El Cajon, CA
+33.2190   -092.6628         El Dorado, AR
+34.0748   -118.0278         El Monte, CA
+31.7600   -106.4864         +El Paso, TX
+33.6833   -117.7333         El Toro, CA
+34.4183   -082.7850         Electric City, SC
+42.0396   -088.2880         Elgin, IL
+40.6664   -074.1942         Elizabeth, NJ
+40.8300   -115.7600         +Elko, NV
+47.0250   -120.4567         Ellensburg, WA
+29.6067   -095.1600         Ellington, TX
+32.3480   -093.5530         Elm Grove, LA
+42.1117   -092.9100         Elmwood, IA
+39.7400   -075.5900         Elsmere, DE
+47.8217   -091.8300         Ely, MN
+41.3799   -082.1056         Elyria, OH
+38.2414   -096.1053         Emporia, KS
+39.6533   -104.9850         Englewood, CO
+36.3950   -097.8750         Enid, OK
+31.2967   -085.9033         Enterprise, AL
+47.3123   -119.5369         Ephrata, WA
+42.1259   -080.0866         Erie, PA
+45.7462   -087.0808         Escanaba, MI
+33.1364   -117.0713         Escondido, CA
+61.1170   -094.0500         +Eskimo Point, NT Canada
+31.4467   -092.3217         Esler, LA
+44.4904   -073.1124         Essex Junction, VT
+43.3994   -094.8332         Estherville, IA
+41.5923   -081.5194         Euclid, OH
+31.9093   -085.1504         Eufaula, AL
+44.0530   -123.1122         +Eugene, OR
+42.0464   -087.6945         Evanston, IL
+37.9722   -087.5725         Evansville, IN
+47.4637   -092.5429         Eveleth, MN
+47.9633   -122.1986         Everett, WA
+21.3162   -158.0118         Ewa, HI
+64.8000   -147.8500         +Fairbanks, AK
+38.2525   -122.0417         Fairfield, CA
+41.1757   -073.2724         Fairfield, CT
+43.6424   -094.4578         Fairmont, MN
+39.4808   -080.1461         Fairmont, WV
+41.7146   -071.1051         Fall River, MA
+43.7683   -087.8483         Falls, WI
+46.8750   -096.7883         +Fargo, ND
+44.6572   -093.1783         Farmington, MN
+37.4651   -090.2518         Farmington, MO
+36.7547   -108.1856         Farmington, NM
+36.0718   -094.1557         Fayetteville, AR
+35.0717   -078.8992         Fayetteville, NC
+46.2821   -096.0677         Fergus Falls, MN
+35.1890   -111.6198         Flagstaff, AZ
+54.7666   -101.8800         Flin Flon, MB Canada
+43.0229   -083.6928         Flint, MI
+36.2790   -092.5970         Flippin, AR
+34.0238   -079.7073         Florence, SC
+38.7974   -090.3243         Florissant, MO
+44.8250   -093.4567         Flying Cloud, MN
+38.6950   -090.9717         Foristell, MO
+37.7417   -092.1383         Forney, MO
+41.3170   -110.3840         Fort Bridger, WY
+40.5556   -105.0685         Fort Collins, CO
+14.5400   -061.0000         +Fort-de-France, Martinique
+42.5079   -094.1768         Fort Dodge, IA
+41.6071   -122.8398         Fort Jones, CA
+37.9067   -085.9733         +Fort Knox, KY
+26.1426   -080.1395         +Fort Lauderdale, FL
+35.0061   -080.9436         Fort Mill, SC
+26.5883   -081.8667         Fort Myers, FL
+38.9700   -096.8600         Fort Riley, KS
+55.9833   -087.6500         Fort Severn, ON Canada
+35.3679   -094.3847         Fort Smith, AR
+30.8100   -102.8600         Fort Stockton, TX
+41.0738   -085.1390         +Fort Wayne, IN
+32.7539   -097.3362         +Fort Worth, TX
+40.5858   -124.1397         Fortuna, CA
+33.7000   -117.9600         Fountain Valley, CA
+42.3059   -071.4379         Framingham, MA
+38.1908   -084.8652         Frankfort, KY
+50.1166   +008.6833         +Frankfurt, Germany
+32.0551   -095.5036         Frankston, TX
+39.4289   -077.4169         Frederick, MD
+08.4900   -013.2340         +Freetown, Sierra Leone
+37.5285   -121.9971         Fremont, CA
+41.4408   -096.4921         Fremont, NE
+36.7806   -119.7929         +Fresno, CA
+37.1000   -119.6000         Friant, CA
+33.8750   -117.9250         Fullerton, CA
-24.7500   +025.9500         +Gaborone, Botswana
+34.0100   -086.0144         Gadsden, AL
+36.3181   -099.7567         Gage, OK
+29.6742   -082.3363         Gainesville, FL
+39.1413   -077.2166         Gaithersburg, MD
+35.5204   -108.7354         Gallup, NM
+29.2293   -094.8921         +Galveston, TX
+37.9183   -100.7250         Garden City, KS
+33.7740   -117.9410         Garden Grove, CA
+42.5467   -072.0583         Gardner, MA
+32.9083   -096.6367         Garland, TX
+41.5958   -087.3441         Gary, IN
+35.2620   -081.1880         Gastonia, NC
+34.4720   -120.2140         Gaviota, CA
+45.0235   -084.6781         Gaylord, MI
-38.1667   +144.3500         Geelong, Australia
+06.8000   -058.1660         +Georgetown, Guyana
-28.7667   +114.6167         Geraldton, Australia
+44.2818   -105.5179         Gillette, WY
+48.1985   -106.6319         Glasgow, MT
+55.5100   -004.1200         +Glasgow, UK
+33.5841   -112.2016         Glendale, AZ
+34.1767   -118.2533         Glendale, CA
+35.9577   -096.0010         Glenpool, OK
+64.1000   -051.3500         +Godthab, Greenland
+39.3486   -101.7093         Goodland, KS
+53.2000   -060.3500         Goose Bay, NF Canada
+45.1450   -093.3733         Gopher, MN
+43.6808   -070.4465         Gorham, ME
+35.9517   -089.9400         Gosnell, AR
+35.8333   -087.4517         Graham, TN
+34.2650   -118.5220         Granada Hills, CA
+26.6333   -078.4160         +Grand Bahama Island
+35.9600   -112.1450         Grand Canyon, AZ
+47.9169   -097.0720         +Grand Forks, ND
+40.9218   -098.3659         Grand Island, NE
+39.0873   -108.5529         Grand Junction, CO
+32.7483   -096.9950         Grand Prairie, TX
+47.2288   -093.5245         Grand Rapids, MN
+42.9675   -085.6703         +Grand Rapids, MI
+33.8133   -078.7250         Grand Strand, SC
+21.4833   -071.1160         +Grand Turk Island
-11.8000   +043.2000         +Grande Comore Island
+45.7700   -092.6750         Grantsburg, WI
+32.4715   -094.0424         Gray, TX
+47.4558   -111.4521         Great Falls, MT
+40.4213   -104.7439         Greeley, CO
+44.5216   -087.9898         +Green Bay, WI
+41.5159   -109.4679         Green River, WY
+31.1159   -088.3942         Greene County, MS
+36.0789   -079.8269         Greensboro, NC
+30.4670   -083.6352         Greenville, FL
+33.3854   -091.0519         Greenville, MS
+34.8387   -082.3716         Greenville, SC
+41.0390   -073.6142         Greenwich, CT
+34.1902   -082.1528         Greenwood, SC
+33.5178   -090.1916         Greenwood, MS
+34.1902   -082.1528         Greenwood, SC
+32.4847   -094.8105         Gregg County, TX
+45.5039   -122.4382         Gresham, OR
+40.6450   -086.1517         Grissom, IN
+41.3273   -072.0717         Groton, CT
+35.9533   -120.5200         Guadalupe, CA
+20.6667   -103.3333         +Guadalajara, Mexico
+14.6333   -090.5167         +Guatemala, Guatemala
+43.5500   -080.2500         +Guelph, ON Canada
+30.3861   -089.0677         Gulfport, MS
+38.5460   -106.9250         Gunnison County, CO
+33.6141   -100.2518         Guthrie, TX
+39.6450   -077.7200         Hagerstown, MD
+44.2050   -093.3700         Halfway, MN
+44.6500   -063.5666         +Halifax, NS Canada
+39.0701   -092.1314         Hallsville, MO
+41.3850   -072.9033         Hamden, CT
+34.1403   -087.9828         Hamilton, AL
+32.2941   -064.7830         +Hamilton, Bermuda
+43.2500   -079.8330         +Hamilton, ON Canada
-37.7830   +175.2830         Hamilton, New Zealand
+39.3908   -084.5641         Hamilton, OH
+30.5077   -090.4601         Hammond, LA
+41.6210   -087.4904         Hammond, IN
+37.0499   -076.2950         Hampton, VA
+31.3733   -085.6533         Hanchey, AL
+38.7167   -120.7500         Hangtown, CA
+38.3352   -110.6924         Hanksville, UT
+21.0333   +105.8667         +Hanoi, Vietnam
-17.8170   +031.0447         +Harare, Zimbabwe
+26.1953   -097.6863         Harlingen, TX
+32.8257   -082.7263         Harrison, GA
+40.2761   -076.8845         Harrisburg, PA
+36.2499   -093.1044         Harrison, AR
+41.7700   -072.6803         Hartford, CT
+29.8860   -090.0673         Harvey, LA
+40.5893   -098.3901         Hastings, NE
+31.3128   -089.3069         Hattiesburg, MS
+23.1333   -082.3500         +Havana, Cuba
+48.5438   -109.6791         Havre, MT
+33.9167   -118.3517         Hawthorne, CA
+40.4853   -101.0087         Hayes Center, NE
+38.8782   -099.3188         Hays, KS
+46.0100   -091.4803         Hayward, WI
+37.6277   -122.1046         Hayward, CA
+46.5965   -112.0204         +Helena, MT
+60.1755   +024.9341         +Helsinki, Finland
+37.8367   -087.5867         Henderson, KY
+36.0337   -115.0024         Henderson, NV
+36.2940   -086.6035         Hendersonville, TN
+25.8618   -080.2968         Hialeah, FL
+47.3017   -092.7033         Hibbing, MN
+39.0648   -093.7265         Higginsville, MO
+35.9560   -080.0060         High Point, NC
+39.3663   -099.8465         Hill City, KS
+45.5200   -122.9867         Hillsboro, OR
+19.6962   -155.0875         Hilo, HI
+35.7817   -084.9783         Hinch Mountain, TN
-42.9160   +147.3333         +Hobart, Australia
+35.0146   -099.0535         Hobart, OK
+32.7343   -103.1628         Hobbs, NM
+10.7833   +106.7000         +Ho-Chi-Minh (Saigon), Vietnam
+32.8617   -106.1083         Holloman AFB, NM
+34.0879   -118.3712         Hollywood, CA
+26.0298   -080.1648         Hollywood, FL
+42.2135   -072.6424         Holyoke, MA
+33.7485   -117.1086         Homeland, CA
+22.2833   +114.1500         +Hong Kong, China
+21.3173   -157.8042         +Honolulu, HI
+45.7098   -121.5219         Hood River, OR
+36.8617   -087.4717         Hopkinsville, KY
+46.9467   -124.1483         Hoquiam, WA
+34.4937   -093.0520         Hot Springs, AR
+47.1136   -088.5618         +Houghton, MI
+44.3134   -084.7641         Houghton Lake, MI
+29.7687   -095.3867         Houston, TX
+31.4521   -105.3722         Hudspeth, TX
+29.9567   -095.3450         Humble, TX
+34.5560   -099.2370         Humphreys, OK
+32.0117   -081.1417         Hunter, GA
+38.2500   -086.9567         Huntingburg, IN
+33.6683   -118.0833         Huntington Beach, CA
+38.4200   -082.4425         Huntington, WV
+34.7317   -086.5867         Huntsville, AL
+44.3600   -098.2183         Huron, SD
+38.0655   -097.9142         Hutchinson, KS
+32.1380   -101.1350         Hyman, TX
+43.4929   -112.0350         +Idaho Falls, ID
-20.1000   +057.7000         +Ile Maurice Island
+39.0893   -094.3534         Independence, MO
+39.7764   -086.1462         +Indianapolis, IN
+29.9567   -096.5617         Industry, TX
+33.9600   -118.3500         Inglewood, CA
+48.5876   -093.4062         +International Falls, MN
+68.4000   -134.1000         Inuvik, NT Canada
+41.6583   -091.5351         Iowa City, IA
+45.8277   -088.0615         Iron Mountain, MI
+46.4545   -090.1526         Ironwood, MI
+33.6750   -117.7600         Irvine, CA
+32.8133   -096.9367         Irving, TX
+40.7245   -074.2325         Irvington, NJ
+34.0000   +073.0000         +Islamabad, Pakistan
+41.0186   +028.9647         Istanbul, Turkey
+35.4690   -088.5210         Jacks Creek, TN
+43.7200   -110.5022         +Jackson, WY
+42.1445   -084.2404         Jackson, MI
+32.1755   -090.1105         +Jackson, MS
+35.6167   -088.8133         Jackson, TN
+34.8660   -092.1100         Jacksonville, AR
+30.3346   -081.6577         +Jacksonville, FL
-06.1833   +106.8333         +Jakarta, Indonesia
+46.9101   -098.6982         Jamestown, ND
+42.6847   -089.0156         Janesville, WI
+41.7600   -080.7483         Jefferson, OH
